1670732896649,influx-record-count_count_duration,68
1670732896649,kafka-topic-count_loadrunner,113
1670732896649,vector-container-stats_pids_stats_current,13
1670732896649,vector-container-stats_num_procs,0
1670732896649,vector-container-stats_cpu_stats_cpu_usage_total_usage,1094260653600
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_0,192841007900
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_1,78305708300
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_2,201005954900
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_3,76598587300
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_4,201358135100
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_5,73574897300
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_6,199668004900
1670732896649,vector-container-stats_cpu_stats_cpu_usage_percpu_usage_7,70908357900
1670732896649,vector-container-stats_cpu_stats_cpu_usage_usage_in_kernelmode,387850000000
1670732896649,vector-container-stats_cpu_stats_cpu_usage_usage_in_usermode,402180000000
1670732896649,vector-container-stats_cpu_stats_system_cpu_usage,1480198550000000
1670732896649,vector-container-stats_cpu_stats_online_cpus,8
1670732896649,vector-container-stats_cpu_stats_throttling_data_periods,0
1670732896649,vector-container-stats_cpu_stats_throttling_data_throttled_periods,0
1670732896649,vector-container-stats_cpu_stats_throttling_data_throttled_time,0
1670732896649,vector-container-stats_precpu_stats_cpu_usage_total_usage,1094255443200
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_0,192840276900
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_1,78305708300
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_2,201005954900
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_3,76598045800
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_4,201357227200
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_5,73574048100
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_6,199665891800
1670732896649,vector-container-stats_precpu_stats_cpu_usage_percpu_usage_7,70908290200
1670732896649,vector-container-stats_precpu_stats_cpu_usage_usage_in_kernelmode,387850000000
1670732896649,vector-container-stats_precpu_stats_cpu_usage_usage_in_usermode,402180000000
1670732896649,vector-container-stats_precpu_stats_system_cpu_usage,1480190500000000
1670732896649,vector-container-stats_precpu_stats_online_cpus,8
1670732896649,vector-container-stats_precpu_stats_throttling_data_periods,0
1670732896649,vector-container-stats_precpu_stats_throttling_data_throttled_periods,0
1670732896649,vector-container-stats_precpu_stats_throttling_data_throttled_time,0
1670732896649,vector-container-stats_memory_stats_usage,69255168
1670732896649,vector-container-stats_memory_stats_max_usage,69947392
1670732896649,vector-container-stats_memory_stats_stats_active_anon,0
1670732896649,vector-container-stats_memory_stats_stats_active_file,0
1670732896649,vector-container-stats_memory_stats_stats_cache,0
1670732896649,vector-container-stats_memory_stats_stats_dirty,0
1670732896649,vector-container-stats_memory_stats_stats_hierarchical_memory_limit,9223372036854772000
1670732896649,vector-container-stats_memory_stats_stats_hierarchical_memsw_limit,9223372036854772000
1670732896649,vector-container-stats_memory_stats_stats_inactive_anon,68444160
1670732896649,vector-container-stats_memory_stats_stats_inactive_file,0
1670732896649,vector-container-stats_memory_stats_stats_mapped_file,0
1670732896649,vector-container-stats_memory_stats_stats_pgfault,3300
1670732896649,vector-container-stats_memory_stats_stats_pgmajfault,0
1670732896649,vector-container-stats_memory_stats_stats_pgpgin,2739
1670732896649,vector-container-stats_memory_stats_stats_pgpgout,1343
1670732896649,vector-container-stats_memory_stats_stats_rss,68313088
1670732896649,vector-container-stats_memory_stats_stats_rss_huge,0
1670732896649,vector-container-stats_memory_stats_stats_total_active_anon,0
1670732896649,vector-container-stats_memory_stats_stats_total_active_file,0
1670732896649,vector-container-stats_memory_stats_stats_total_cache,0
1670732896649,vector-container-stats_memory_stats_stats_total_dirty,0
1670732896649,vector-container-stats_memory_stats_stats_total_inactive_anon,68444160
1670732896649,vector-container-stats_memory_stats_stats_total_inactive_file,0
1670732896649,vector-container-stats_memory_stats_stats_total_mapped_file,0
1670732896649,vector-container-stats_memory_stats_stats_total_pgfault,3300
1670732896649,vector-container-stats_memory_stats_stats_total_pgmajfault,0
1670732896649,vector-container-stats_memory_stats_stats_total_pgpgin,2739
1670732896649,vector-container-stats_memory_stats_stats_total_pgpgout,1343
1670732896649,vector-container-stats_memory_stats_stats_total_rss,68313088
1670732896649,vector-container-stats_memory_stats_stats_total_rss_huge,0
1670732896649,vector-container-stats_memory_stats_stats_total_unevictable,0
1670732896649,vector-container-stats_memory_stats_stats_total_writeback,0
1670732896649,vector-container-stats_memory_stats_stats_unevictable,0
1670732896649,vector-container-stats_memory_stats_stats_writeback,0
1670732896649,vector-container-stats_memory_stats_limit,13257191424
1670732896649,vector-container-stats_networks_eth0_rx_bytes,605657475
1670732896649,vector-container-stats_networks_eth0_rx_packets,2077052
1670732896649,vector-container-stats_networks_eth0_rx_errors,0
1670732896649,vector-container-stats_networks_eth0_rx_dropped,0
1670732896649,vector-container-stats_networks_eth0_tx_bytes,433370090
1670732896649,vector-container-stats_networks_eth0_tx_packets,1092238
1670732896649,vector-container-stats_networks_eth0_tx_errors,0
1670732896649,vector-container-stats_networks_eth0_tx_dropped,0
1670732896649,kafka-rest-container-stats_pids_stats_current,37
1670732896649,kafka-rest-container-stats_num_procs,0
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_total_usage,678244174800
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_0,98068169100
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_1,72712673200
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_2,100458510400
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_3,71936793000
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_4,101734773600
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_5,68048858700
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_6,96547395700
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_percpu_usage_7,68737001100
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_usage_in_kernelmode,219510000000
1670732896649,kafka-rest-container-stats_cpu_stats_cpu_usage_usage_in_usermode,185140000000
1670732896649,kafka-rest-container-stats_cpu_stats_system_cpu_usage,1480207000000000
1670732896649,kafka-rest-container-stats_cpu_stats_online_cpus,8
1670732896649,kafka-rest-container-stats_cpu_stats_throttling_data_periods,0
1670732896649,kafka-rest-container-stats_cpu_stats_throttling_data_throttled_periods,0
1670732896649,kafka-rest-container-stats_cpu_stats_throttling_data_throttled_time,0
1670732896649,kafka-rest-container-stats_precpu_stats_cpu_usage_total_usage,678238804900
1670732896649,kafka-rest-container-stats_precpu_stats_cpu_usage_percpu_usage_0,98067568400
1670732896649,kafka-rest-container-stats_precpu_stats_cpu_usage_percpu_usage_1,72712418200
1670732896649,kafka-rest-container-stats_precpu_stats_cpu_usage_percpu_usage_2,100457905500
1670732896649,kafka-rest-container-stats_precpu_stats_cpu_usage_percpu_usage_3,71936533100
